citing,cited
doi:10.15468/dl.hrunow,doi:10.1594/pangaea.141116
doi:10.15468/dl.hrunow,doi:10.15468/dl.hrsos3
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hrykt3
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hs2vrg
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hs84df
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hs7uqp
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hsf7n4
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hrqark
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hsfsgy
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hs7rdi
doi:10.15468/dl.hrpztm,doi:10.15468/dl.hs8cey
doi:10.1594/pangaea.140720,doi:10.15468/dl.xxwbmb
doi:10.1594/pangaea.140720,doi:10.1594/pangaea.140681
doi:10.1594/pangaea.140720,doi:10.1594/pangaea.141115
doi:10.1594/pangaea.140720,doi:10.1594/pangaea.140680
doi:10.1594/pangaea.140720,doi:10.15468/dl.hseqke
doi:10.1594/pangaea.140720,doi:10.15468/dl.2xjgxk
doi:10.1594/pangaea.140720,doi:10.15468/dl.hsc1l4
doi:10.1594/pangaea.140720,doi:10.15468/dl.hsdqqg
doi:10.1594/pangaea.140720,doi:10.1594/pangaea.141164
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hs7iyg
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hrvbbn
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hrsmyu
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hs9gbm
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hrwhbc
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hs36kv
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hs53gq
doi:10.15468/dl.hrv9f2,doi:10.1594/pangaea.141082
doi:10.15468/dl.hrv9f2,doi:10.15468/dl.hs6aea
doi:10.15468/dl.hrqtkg,doi:10.1594/pangaea.141180
doi:10.15468/dl.hrqtkg,doi:10.15468/dl.hs3kyb
doi:10.15468/dl.hrqtkg,doi:10.1594/pangaea.141113
doi:10.15468/dl.hrqtkg,doi:10.15468/dl.hrq8t4
doi:10.15468/dl.hrqtkg,doi:10.15468/dl.hryy03
doi:10.15468/dl.hrqtkg,doi:10.15468/dl.hs6wfk
doi:10.15468/dl.hrqtkg,doi:10.15468/dl.hs25dk
doi:10.15468/dl.hrqtkg,doi:10.15468/dl.hrqjf2
doi:10.15468/dl.hrqtkg,doi:10.15468/dl.hsee1d
doi:10.15468/dl.hsfiay,doi:10.15468/dl.hrthy7
doi:10.15468/dl.hsfiay,doi:10.15468/dl.hrtab5
doi:10.15468/dl.hsfiay,doi:10.1594/pangaea.140686
doi:10.15468/dl.hsfiay,doi:10.15468/dl.hsa2mx
doi:10.15468/dl.hsfiay,doi:10.15468/dl.hs936a
doi:10.15468/dl.hsfiay,doi:10.15468/dl.hrtdfn
doi:10.15468/dl.hsfiay,doi:10.15468/dl.hru6wh
doi:10.15468/dl.hsfiay,doi:10.15468/dl.hsaxgf
doi:10.15468/dl.hsfiay,doi:10.15468/dl.2xjtqg
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.hrwgt3
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.hrsls7
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.hrrfkh
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.hs0xvs
doi:10.15468/dl.hsfj7o,doi:10.1594/pangaea.140685
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.hrwutt
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.hse9zm
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.2xilmm
doi:10.15468/dl.hsfj7o,doi:10.15468/dl.hrpu8s
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.hsbeuh
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.2xh00g
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.hsaf24
doi:10.15468/dl.hs6pfl,doi:10.1594/pangaea.140724
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.hs4k7r
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.hrvkf2
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.hs8afc
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.hs3vtm
doi:10.15468/dl.hs6pfl,doi:10.15468/dl.2xkfd4
doi:10.15468/dl.hs1bcx,doi:10.1594/pangaea.140719
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.hs354s
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.hsfopf
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.xxwbzf
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.2xk8wg
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.hrtpbj
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.hscb7p
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.hsdzsu
doi:10.15468/dl.hs1bcx,doi:10.15468/dl.hs7eub
doi:10.15468/dl.2xfuav,doi:10.15468/dl.hsbhaq
doi:10.15468/dl.2xfuav,doi:10.15468/dl.hs4s1r
doi:10.15468/dl.2xfuav,doi:10.15468/dl.hrvk59
doi:10.15468/dl.2xfuav,doi:10.15468/dl.hryt65
doi:10.15468/dl.2xfuav,doi:10.15468/dl.2xfxqg
doi:10.15468/dl.2xfuav,doi:10.15468/dl.xxwcbj
doi:10.15468/dl.2xfuav,doi:10.15468/dl.hrrack
doi:10.15468/dl.2xfuav,doi:10.15468/dl.hs0mlb
doi:10.15468/dl.2xfuav,doi:10.15468/dl.hrzc3y
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hs2sfm
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hs4ab9
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hs5vgo
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hrwvha
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hrtlri
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hrz2k6
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hsdjnq
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.hrshl3
doi:10.15468/dl.xxwbnc,doi:10.15468/dl.2xkg79
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.hry6rr
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.hsavjv
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.hrstjl
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.2xhcyr
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.hsdsaw
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.2xhhk9
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.hs5p9u
doi:10.15468/dl.2xh7pg,doi:10.15468/dl.hscu48
doi:10.15468/dl.2xh7pg,doi:10.1594/pangaea.140687
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.hrterd
doi:10.15468/dl.hrt7rs,doi:10.1594/pangaea.141073
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.hs9tcq
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.hrysds
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.hscfgf
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.hrsqgw
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.hrphqz
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.hry8ae
doi:10.15468/dl.hrt7rs,doi:10.15468/dl.2xgwu6
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hsakec
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hrq0r2
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hsf56e
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hsd2ut
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hsaeg9
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hs5d33
doi:10.15468/dl.hrsmom,doi:10.1594/pangaea.141176
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hrtlkj
doi:10.15468/dl.hrsmom,doi:10.15468/dl.hrr5pt
doi:10.15468/dl.hsbjvp,doi:10.15468/dl.hrvh22
doi:10.15468/dl.hsbjvp,doi:10.1594/pangaea.141074
doi:10.15468/dl.hsbjvp,doi:10.15468/dl.hs794m
doi:10.15468/dl.hsbjvp,doi:10.15468/dl.2xjg8v
doi:10.15468/dl.hsbjvp,doi:10.15468/dl.hscfsd
doi:10.15468/dl.hsbjvp,doi:10.15468/dl.hrre6n
doi:10.15468/dl.hsbjvp,doi:10.15468/dl.hrzflq
doi:10.15468/dl.hsbjvp,doi:10.1594/pangaea.140672
doi:10.15468/dl.hsbjvp,doi:10.15468/dl.hrzhbs
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hsez6c
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hrqmat
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hrsfwc
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hrzcxe
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hrv7sd
doi:10.15468/dl.hs5fy4,doi:10.1594/pangaea.140723
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hscjxs
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hsdw4x
doi:10.15468/dl.hs5fy4,doi:10.15468/dl.hrtisf
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hrzieo
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hsfma1
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hrrrg4
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hs9we5
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hsczel
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hsewu2
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hrwjhe
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.hrwe4g
doi:10.15468/dl.hs4z2p,doi:10.15468/dl.2xhz6c
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hrv8pk
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hsdpgf
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hrupkf
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hs6vvh
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hry4uq
doi:10.15468/dl.hrxjjk,doi:10.1594/pangaea.141151
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hsbzsn
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hs2yip
doi:10.15468/dl.hrxjjk,doi:10.15468/dl.hrxajh
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hryvhx
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hrzokx
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hry55e
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hseyd6
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hs8tqt
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hrwrkh
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hsa32m
doi:10.15468/dl.hrtce4,doi:10.15468/dl.hrrm0s
doi:10.15468/dl.hrtce4,doi:10.1594/pangaea.140679
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.2xkdcf
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hs2kqf
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hsansy
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hsfrkp
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hsew6i
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hs7z3r
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hrxgv7
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hs8z22
doi:10.15468/dl.hs3c8f,doi:10.15468/dl.hrwept
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hs1b1y
doi:10.15468/dl.hryxx0,doi:10.1594/pangaea.141117
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hsdz64
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hrsx9x
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hs0ewd
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hsfez8
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hse2wi
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hs1dtg
doi:10.15468/dl.hryxx0,doi:10.15468/dl.hrz8ks
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.2xh3bw
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hs4x6c
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hsbzpx
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hsatqk
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hs72ab
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hrqpsr
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hsbftc
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hrymdq
doi:10.15468/dl.hs9y3p,doi:10.15468/dl.hs2xd3
doi:10.15468/dl.hs8qfz,doi:10.15468/dl.hrw6z9
doi:10.15468/dl.hs8qfz,doi:10.15468/dl.hs8xwy
doi:10.15468/dl.hs8qfz,doi:10.15468/dl.hrvvf9
doi:10.15468/dl.hs8qfz,doi:10.1594/pangaea.141112
doi:10.15468/dl.hs8qfz,doi:10.15468/dl.2xhzcs
doi:10.15468/dl.hs8qfz,doi:10.15468/dl.hrrzw7
doi:10.15468/dl.hs8qfz,doi:10.15468/dl.2xisdw
doi:10.15468/dl.hs8qfz,doi:10.15468/dl.hrqerk
doi:10.15468/dl.hs8qfz,doi:10.1594/pangaea.141105
doi:10.15468/dl.hs6mdk,doi:10.1594/pangaea.141156
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.hrwsaf
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.hsdwh6
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.hs5q0s
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.hrybnw
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.2xk6p2
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.hsbhw5
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.2xj6ez
doi:10.15468/dl.hs6mdk,doi:10.15468/dl.2xicvi
doi:10.15468/dl.hs6tca,doi:10.15468/dl.hruhf2
doi:10.15468/dl.hs6tca,doi:10.15468/dl.hrwp8h
doi:10.15468/dl.hs6tca,doi:10.15468/dl.hs459y
doi:10.15468/dl.hs6tca,doi:10.15468/dl.hs4df8
doi:10.15468/dl.hs6tca,doi:10.15468/dl.hrr65a
doi:10.15468/dl.hs6tca,doi:10.15468/dl.hrvvxz
doi:10.15468/dl.hs6tca,doi:10.1594/pangaea.141167
doi:10.15468/dl.hs6tca,doi:10.15468/dl.hrulho
doi:10.15468/dl.hs6tca,doi:10.15468/dl.2xj9og
doi:10.15468/dl.hsczll,doi:10.15468/dl.hrpo5h
doi:10.15468/dl.hsczll,doi:10.15468/dl.2xkabe
doi:10.15468/dl.hsczll,doi:10.15468/dl.hs1mvx
doi:10.15468/dl.hsczll,doi:10.15468/dl.hsaryq
doi:10.15468/dl.hsczll,doi:10.15468/dl.hrxzcf
doi:10.15468/dl.hsczll,doi:10.15468/dl.hscleb
doi:10.15468/dl.hsczll,doi:10.15468/dl.hs4x7n
doi:10.15468/dl.hsczll,doi:10.15468/dl.hs3cps
doi:10.15468/dl.hsczll,doi:10.15468/dl.hrzou6
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hschrz
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hrwpag
doi:10.15468/dl.hrsp3c,doi:10.1594/pangaea.141111
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hsbokh
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hrvdxk
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hrqr7i
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hs7agm
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hsfc7u
doi:10.15468/dl.hrsp3c,doi:10.15468/dl.hs8jky
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.hs8py7
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.hsfes3
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.2xjkrv
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.hs1xdn
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.2xfw3e
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.hs385x
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.hsba10
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.hscxsz
doi:10.15468/dl.2xhe5f,doi:10.15468/dl.hs2ilv
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.hs0syj
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.hsfkcx
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.2xgxgs
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.hs4s4g
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.hs67vd
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.2xgrg3
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.hrrn5l
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.hs640a
doi:10.15468/dl.hrt0gh,doi:10.15468/dl.hrytcp
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hsbktf
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hrzolg
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hsf0x5
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hrpnbi
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hrstw9
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hs8uhj
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hs95s2
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hs34kx
doi:10.15468/dl.hs72n5,doi:10.15468/dl.hsb59a
doi:10.15468/dl.xxwbv4,doi:10.15468/dl.hsbkce
doi:10.15468/dl.xxwbv4,doi:10.1594/pangaea.141174
doi:10.15468/dl.xxwbv4,doi:10.15468/dl.hrq8v7
doi:10.15468/dl.xxwbv4,doi:10.15468/dl.2xk5ue
doi:10.15468/dl.xxwbv4,doi:10.1594/pangaea.141152
doi:10.15468/dl.xxwbv4,doi:10.15468/dl.hrx7ce
doi:10.15468/dl.xxwbv4,doi:10.15468/dl.hs93uh
doi:10.15468/dl.xxwbv4,doi:10.15468/dl.hsdz38
doi:10.15468/dl.xxwbv4,doi:10.15468/dl.2xj6lt
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hrwz5s
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hs966x
doi:10.15468/dl.hrtw62,doi:10.15468/dl.2xjas3
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hrykao
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hs98wj
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hs8vxd
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hrwekt
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hsbbxg
doi:10.15468/dl.hrtw62,doi:10.15468/dl.hruzch
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.hs6ott
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.hs5vm6
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.hryvlw
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.hseon7
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.2xj82s
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.hsd8rs
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.hsbsqd
doi:10.15468/dl.2xj1aj,doi:10.1594/pangaea.140692
doi:10.15468/dl.2xj1aj,doi:10.15468/dl.hs43vz
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hrsqe5
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hrr3uz
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hrxbpj
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hryakm
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hs5set
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hse7ob
doi:10.15468/dl.hsemhh,doi:10.15468/dl.2xfzu7
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hs760n
doi:10.15468/dl.hsemhh,doi:10.15468/dl.hsfu9k
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hs4we5
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hsaokj
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hsa7lh
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hrx8mt
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hs2wp3
doi:10.15468/dl.hs6epr,doi:10.1594/pangaea.141096
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hrxsrh
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hrvgcu
doi:10.15468/dl.hs6epr,doi:10.15468/dl.hseavw
doi:10.15468/dl.hs4thh,doi:10.1594/pangaea.141102
doi:10.15468/dl.hs4thh,doi:10.15468/dl.hrvgqy
doi:10.15468/dl.hs4thh,doi:10.15468/dl.hrqdml
doi:10.15468/dl.hs4thh,doi:10.15468/dl.hs4xgh
doi:10.15468/dl.hs4thh,doi:10.15468/dl.hs2f4v
doi:10.15468/dl.hs4thh,doi:10.15468/dl.hs29up
doi:10.15468/dl.hs4thh,doi:10.15468/dl.2xjewn
doi:10.15468/dl.hs4thh,openalex:W3038025904
doi:10.15468/dl.hs4thh,doi:10.1594/pangaea.141080
doi:10.15468/dl.hrpygo,doi:10.15468/dl.hs4mxj
doi:10.15468/dl.hrpygo,doi:10.15468/dl.2xgmfi
doi:10.15468/dl.hrpygo,doi:10.15468/dl.hrpxd8
doi:10.15468/dl.hrpygo,doi:10.15468/dl.hrrn49
doi:10.15468/dl.hrpygo,doi:10.15468/dl.2xhvpt
doi:10.15468/dl.hrpygo,doi:10.15468/dl.hs9zfr
doi:10.15468/dl.hrpygo,doi:10.15468/dl.hs3uan
doi:10.15468/dl.hrpygo,doi:10.15468/dl.hrtiuk
doi:10.15468/dl.hrpygo,doi:10.15468/dl.hs5myq
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hs94qp
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.2xgkb5
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hrygyy
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hrrg58
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hsbh38
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hrz3ke
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hrvstc
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hs4pnf
doi:10.15468/dl.hrwxu3,doi:10.15468/dl.hrr63h
doi:10.15468/dl.hsdtie,doi:10.15468/dl.2xjzrd
doi:10.15468/dl.hsdtie,doi:10.15468/dl.hs8med
doi:10.15468/dl.hsdtie,doi:10.15468/dl.hsef8s
doi:10.15468/dl.hsdtie,doi:10.15468/dl.2xgckr
doi:10.15468/dl.hsdtie,doi:10.15468/dl.hscucf
doi:10.15468/dl.hsdtie,doi:10.1594/pangaea.141162
doi:10.15468/dl.hsdtie,doi:10.15468/dl.hrzbpn
doi:10.15468/dl.hsdtie,doi:10.1594/pangaea.141066
doi:10.15468/dl.hsdtie,doi:10.15468/dl.hrpzyy
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hrqpg8
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hsdbun
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hs7der
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hs31re
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hrshzy
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hrt50r
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hs7ejp
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hrpq4t
doi:10.15468/dl.hru8hb,doi:10.15468/dl.hrzbwk
openalex:W2898279976,doi:10.15468/dl.2xjjze
openalex:W2898279976,doi:10.15468/dl.hsdu6n
openalex:W2898279976,doi:10.15468/dl.hrwm6p
openalex:W2898279976,doi:10.15468/dl.hrscvh
openalex:W2898279976,doi:10.15468/dl.hrx5ue
openalex:W2898279976,doi:10.15468/dl.hrs2z2
openalex:W2898279976,doi:10.15468/dl.hsegk9
openalex:W2898279976,doi:10.15468/dl.hsdw83
openalex:W2898279976,doi:10.15468/dl.hrrt9n
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.hsdpal
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.hrzvad
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.hs2kja
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.hsfmgq
doi:10.15468/dl.2xjnxm,doi:10.1594/pangaea.141067
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.2xhyhb
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.hs1gpf
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.hru5xu
doi:10.15468/dl.2xjnxm,doi:10.15468/dl.hrqf7e
doi:10.15468/dl.hrr4yr,doi:10.15468/dl.2xj39s
doi:10.15468/dl.hrr4yr,doi:10.15468/dl.hs4cxe
doi:10.15468/dl.hrr4yr,doi:10.15468/dl.hsbug2
doi:10.15468/dl.hrr4yr,doi:10.1594/pangaea.141171
doi:10.15468/dl.hrr4yr,doi:10.15468/dl.hseiki
doi:10.15468/dl.hrr4yr,doi:10.15468/dl.hserrl
doi:10.15468/dl.hrr4yr,doi:10.15468/dl.hsastw
doi:10.15468/dl.hrr4yr,doi:10.15468/dl.hsca6g
doi:10.15468/dl.hrr4yr,doi:10.1594/pangaea.140677
doi:10.1594/pangaea.141153,doi:10.15468/dl.2xgg8q
doi:10.1594/pangaea.141153,doi:10.15468/dl.hs2ype
doi:10.1594/pangaea.141153,doi:10.15468/dl.hsfe8o
doi:10.1594/pangaea.141153,doi:10.15468/dl.hsdlh6
doi:10.1594/pangaea.141153,doi:10.15468/dl.hrxn9q
doi:10.1594/pangaea.141153,doi:10.15468/dl.hrsn9q
doi:10.1594/pangaea.141153,doi:10.15468/dl.hs9qxm
doi:10.1594/pangaea.141153,doi:10.1594/pangaea.140683
doi:10.1594/pangaea.141153,doi:10.1594/pangaea.141172
doi:10.15468/dl.hsaut5,doi:10.15468/dl.2xhvwi
doi:10.15468/dl.hsaut5,doi:10.15468/dl.hsbzp9
doi:10.15468/dl.hsaut5,doi:10.15468/dl.2xkhz3
doi:10.15468/dl.hsaut5,doi:10.15468/dl.hsc2xb
doi:10.15468/dl.hsaut5,doi:10.15468/dl.hrusvd
doi:10.15468/dl.hsaut5,doi:10.15468/dl.hrpyga
doi:10.15468/dl.hsaut5,doi:10.15468/dl.hruer1
doi:10.15468/dl.hsaut5,doi:10.15468/dl.hsdf7z
doi:10.15468/dl.hsaut5,doi:10.15468/dl.hrpo6c
doi:10.15468/dl.hrriee,doi:10.15468/dl.hsa5az
doi:10.15468/dl.hrriee,doi:10.15468/dl.hs8k3a
doi:10.15468/dl.hrriee,doi:10.15468/dl.hrzaih
doi:10.15468/dl.hrriee,doi:10.15468/dl.hscf63
doi:10.15468/dl.hrriee,doi:10.15468/dl.2xgfer
doi:10.15468/dl.hrriee,doi:10.15468/dl.hrvlnp
doi:10.15468/dl.hrriee,doi:10.15468/dl.hsdtoi
